pcode,municipio,pcode_departamento,departamento,mmi,grado_mercalli,metodo
#adm2+code,#adm2+name,#adm1+code,#adm1+name,#severity+mmi+num,#severity+mmi+code,#meta+method
CO15403,La Uvita,CO15,Boyacá,3.8,IV,centroide
CO15514,Páez,CO15,Boyacá,3.8,IV,centroide
CO15518,Pajarito,CO15,Boyacá,3.8,IV,centroide
CO15660,San Eduardo,CO15,Boyacá,3.8,IV,centroide
CO15693,Santa Rosa de Viterbo,CO15,Boyacá,3.8,IV,centroide
CO15720,Sativanorte,CO15,Boyacá,3.8,IV,centroide
CO15723,Sativasur,CO15,Boyacá,3.8,IV,centroide
CO15755,Socotá,CO15,Boyacá,3.8,IV,centroide
CO15774,Susacón,CO15,Boyacá,3.8,IV,centroide
CO15822,Tota,CO15,Boyacá,3.8,IV,centroide
CO18460,Milán,CO18,Caquetá,3.8,IV,centroide
CO18610,San José del Fragua,CO18,Caquetá,3.8,IV,centroide
CO18785,Solita,CO18,Caquetá,3.8,IV,centroide
CO19533,Piamonte,CO19,Cauca,3.8,IV,centroide
CO20443,Manaure Balcón del Cesar,CO20,Cesar,3.8,IV,centroide
CO23417,Lorica,CO23,Córdoba,3.8,IV,centroide
CO44001,Riohacha,CO44,La Guajira,3.8,IV,centroide
CO44035,Albania,CO44,La Guajira,3.8,IV,centroide
CO44078,Barrancas,CO44,La Guajira,3.8,IV,centroide
CO44098,Distracción,CO44,La Guajira,3.8,IV,centroide
CO44110,El Molino,CO44,La Guajira,3.8,IV,centroide
CO44279,Fonseca,CO44,La Guajira,3.8,IV,centroide
CO44378,Hatonuevo,CO44,La Guajira,3.8,IV,centroide
CO44420,La Jagua del Pilar,CO44,La Guajira,3.8,IV,centroide
CO44430,Maicao,CO44,La Guajira,3.8,IV,centroide
CO44560,Manaure,CO44,La Guajira,3.8,IV,centroide
CO44650,San Juan del Cesar,CO44,La Guajira,3.8,IV,centroide
CO44847,Uribia,CO44,La Guajira,3.8,IV,centroide
CO44855,Urumita,CO44,La Guajira,3.8,IV,centroide
CO44874,Villanueva,CO44,La Guajira,3.8,IV,centroide
CO47058,Ariguaní,CO47,Magdalena,3.8,IV,centroide
CO47170,Chivolo,CO47,Magdalena,3.8,IV,centroide
CO47189,Ciénaga,CO47,Magdalena,3.8,IV,centroide
CO47318,Guamal,CO47,Magdalena,3.8,IV,centroide
CO47545,Pijiño del Carmen,CO47,Magdalena,3.8,IV,centroide
CO47720,Santa Bárbara de Pinto,CO47,Magdalena,3.8,IV,centroide
CO47745,Sitionuevo,CO47,Magdalena,3.8,IV,centroide
CO47798,Tenerife,CO47,Magdalena,3.8,IV,centroide
CO47960,Zapayán,CO47,Magdalena,3.8,IV,centroide
CO52240,Chachagüí,CO52,Nariño,3.8,IV,centroide
CO52254,El Peñol,CO52,Nariño,3.8,IV,centroide
CO52323,Gualmatán,CO52,Nariño,3.8,IV,centroide
CO52356,Ipiales,CO52,Nariño,3.8,IV,centroide
CO52435,Mallama,CO52,Nariño,3.8,IV,centroide
CO52683,Sandoná,CO52,Nariño,3.8,IV,centroide
CO52685,San Bernardo,CO52,Nariño,3.8,IV,centroide
CO52687,San Lorenzo,CO52,Nariño,3.8,IV,centroide
CO52720,Sapuyes,CO52,Nariño,3.8,IV,centroide
CO52788,Tangua,CO52,Nariño,3.8,IV,centroide
CO54001,San José de Cúcuta,CO54,Norte de Santander,3.8,IV,centroide
CO54003,Ábrego,CO54,Norte de Santander,3.8,IV,malla
CO54109,Bucarasica,CO54,Norte de Santander,3.8,IV,centroide
CO54250,El Tarra,CO54,Norte de Santander,3.8,IV,centroide
CO54261,El Zulia,CO54,Norte de Santander,3.8,IV,centroide
CO54313,Gramalote,CO54,Norte de Santander,3.8,IV,centroide
CO54344,Hacarí,CO54,Norte de Santander,3.8,IV,centroide
CO54418,Lourdes,CO54,Norte de Santander,3.8,IV,centroide
CO54553,Puerto Santander,CO54,Norte de Santander,3.8,IV,centroide
CO54680,Santiago,CO54,Norte de Santander,3.8,IV,centroide
CO54720,Sardinata,CO54,Norte de Santander,3.8,IV,centroide
CO54810,Tibú,CO54,Norte de Santander,3.8,IV,centroide
CO54871,Villa Caro,CO54,Norte de Santander,3.8,IV,centroide
CO68147,Capitanejo,CO68,Santander,3.8,IV,centroide
CO68162,Cerrito,CO68,Santander,3.8,IV,centroide
CO68217,Coromoro,CO68,Santander,3.8,IV,malla
CO68425,Macaravita,CO68,Santander,3.8,IV,centroide
CO68464,Mogotes,CO68,Santander,3.8,IV,centroide
CO68547,Piedecuesta,CO68,Santander,3.8,IV,centroide
CO68682,San Joaquín,CO68,Santander,3.8,IV,centroide
CO85001,Yopal,CO85,Casanare,3.8,IV,centroide
CO85015,Chámeza,CO85,Casanare,3.8,IV,centroide
CO85136,La Salina,CO85,Casanare,3.8,IV,centroide
CO85139,Maní,CO85,Casanare,3.8,IV,centroide
CO85225,Nunchía,CO85,Casanare,3.8,IV,centroide
CO85230,Orocué,CO85,Casanare,3.8,IV,centroide
CO86001,Mocoa,CO86,Putumayo,3.8,IV,centroide
CO86219,Colón,CO86,Putumayo,3.8,IV,centroide
CO86568,Puerto Asís,CO86,Putumayo,3.8,IV,centroide
CO86755,San Francisco,CO86,Putumayo,3.8,IV,centroide
CO86865,Valle del Guamuez,CO86,Putumayo,3.8,IV,centroide
CO94887,Pana Pana,CO94,Guainía,3.8,IV,centroide
CO99001,Puerto Carreño,CO99,Vichada,3.8,IV,centroide
CO99524,La Primavera,CO99,Vichada,3.8,IV,centroide
CO99624,Santa Rosalía,CO99,Vichada,3.8,IV,centroide
CO13030,Altos del Rosario,CO13,Bolívar,3.7,IV,centroide
CO13650,San Fernando,CO13,Bolívar,3.7,IV,centroide
CO15047,Aquitania,CO15,Boyacá,3.7,IV,centroide
CO15114,Busbanzá,CO15,Boyacá,3.7,IV,centroide
CO15183,Chita,CO15,Boyacá,3.7,IV,centroide
CO15223,Cubará,CO15,Boyacá,3.7,IV,centroide
CO15332,Güicán de la Sierra,CO15,Boyacá,3.7,IV,centroide
CO15753,Soatá,CO15,Boyacá,3.7,IV,centroide
CO15790,Tasco,CO15,Boyacá,3.7,IV,centroide
CO15839,Tutazá,CO15,Boyacá,3.7,IV,centroide
CO20750,San Diego,CO20,Cesar,3.7,IV,centroide
CO52019,Albán,CO52,Nariño,3.7,IV,centroide
CO52083,Belén,CO52,Nariño,3.7,IV,centroide
CO52203,Colón,CO52,Nariño,3.7,IV,centroide
CO52207,Consacá,CO52,Nariño,3.7,IV,centroide
CO52215,Córdoba,CO52,Nariño,3.7,IV,centroide
CO52260,El Tambo,CO52,Nariño,3.7,IV,centroide
CO52378,La Cruz,CO52,Nariño,3.7,IV,centroide
CO52381,La Florida,CO52,Nariño,3.7,IV,centroide
CO52480,Nariño,CO52,Nariño,3.7,IV,centroide
CO52506,Ospina,CO52,Nariño,3.7,IV,centroide
CO52560,Potosí,CO52,Nariño,3.7,IV,centroide
CO52573,Puerres,CO52,Nariño,3.7,IV,centroide
CO52693,San Pablo,CO52,Nariño,3.7,IV,centroide
CO52786,Taminango,CO52,Nariño,3.7,IV,centroide
CO52885,Yacuanquer,CO52,Nariño,3.7,IV,centroide
CO54125,Cácota,CO54,Norte de Santander,3.7,IV,centroide
CO54377,Labateca,CO54,Norte de Santander,3.7,IV,centroide
CO54498,Ocaña,CO54,Norte de Santander,3.7,IV,centroide
CO54670,San Calixto,CO54,Norte de Santander,3.7,IV,centroide
CO54800,Teorama,CO54,Norte de Santander,3.7,IV,centroide
CO54820,Toledo,CO54,Norte de Santander,3.7,IV,centroide
CO68160,Cepitá,CO68,Santander,3.7,IV,centroide
CO68169,Charta,CO68,Santander,3.7,IV,centroide
CO68207,Concepción,CO68,Santander,3.7,IV,centroide
CO68444,Matanza,CO68,Santander,3.7,IV,centroide
CO68669,San Andrés,CO68,Santander,3.7,IV,centroide
CO68686,San Miguel,CO68,Santander,3.7,IV,centroide
CO81001,Arauca,CO81,Arauca,3.7,IV,centroide
CO81065,Arauquita,CO81,Arauca,3.7,IV,centroide
CO81300,Fortul,CO81,Arauca,3.7,IV,centroide
CO81736,Saravena,CO81,Arauca,3.7,IV,centroide
CO81794,Tame,CO81,Arauca,3.7,IV,centroide
CO85125,Hato Corozal,CO85,Casanare,3.7,IV,centroide
CO85279,Recetor,CO85,Casanare,3.7,IV,centroide
CO85315,Sácama,CO85,Casanare,3.7,IV,centroide
CO85325,San Luis de Palenque,CO85,Casanare,3.7,IV,centroide
CO86320,Orito,CO86,Putumayo,3.7,IV,centroide
CO86749,Sibundoy,CO86,Putumayo,3.7,IV,centroide
CO86760,Santiago,CO86,Putumayo,3.7,IV,centroide
CO13006,Achí,CO13,Bolívar,3.6,IV,centroide
CO15087,Belén,CO15,Boyacá,3.6,IV,centroide
CO15092,Betéitiva,CO15,Boyacá,3.6,IV,centroide
CO15162,Cerinza,CO15,Boyacá,3.6,IV,centroide
CO15537,Paz de Río,CO15,Boyacá,3.6,IV,centroide
CO15757,Socha,CO15,Boyacá,3.6,IV,centroide
CO20310,González,CO20,Cesar,3.6,IV,centroide
CO54172,Chinácota,CO54,Norte de Santander,3.6,IV,centroide
CO54206,Convención,CO54,Norte de Santander,3.6,IV,centroide
CO54398,La Playa,CO54,Norte de Santander,3.6,IV,centroide
CO54480,Mutiscua,CO54,Norte de Santander,3.6,IV,centroide
CO54518,Pamplona,CO54,Norte de Santander,3.6,IV,centroide
CO54673,San Cayetano,CO54,Norte de Santander,3.6,IV,centroide
CO68051,Aratoca,CO68,Santander,3.6,IV,centroide
CO68132,California,CO68,Santander,3.6,IV,centroide
CO68432,Málaga,CO68,Santander,3.6,IV,centroide
CO68780,Suratá,CO68,Santander,3.6,IV,centroide
CO68867,Vetas,CO68,Santander,3.6,IV,centroide
CO85400,Támara,CO85,Casanare,3.6,IV,centroide
CO88001,San Andrés,CO88,"Archipiélago de San Andrés, Providencia y Santa Catalina",3.6,IV,centroide
CO88564,Providencia,CO88,"Archipiélago de San Andrés, Providencia y Santa Catalina",3.6,IV,centroide
CO94883,San Felipe,CO94,Guainía,3.6,IV,centroide
CO95025,El Retorno,CO95,Guaviare,3.6,IV,centroide
CO54051,Arboledas,CO54,Norte de Santander,3.5,IV,centroide
CO54223,Cucutilla,CO54,Norte de Santander,3.5,IV,centroide
CO54347,Herrán,CO54,Norte de Santander,3.5,IV,centroide
CO54520,Pamplonita,CO54,Norte de Santander,3.5,IV,centroide
CO54599,Ragonvalia,CO54,Norte de Santander,3.5,IV,centroide
CO54660,Salazar,CO54,Norte de Santander,3.5,IV,centroide
CO20013,Agustín Codazzi,CO20,Cesar,3.4,III,centroide
CO20045,Becerril,CO20,Cesar,3.4,III,centroide
CO20400,La Jagua de Ibirico,CO20,Cesar,3.4,III,centroide
CO20621,La Paz,CO20,Cesar,3.4,III,centroide
CO44090,Dibulla,CO44,La Guajira,3.4,III,centroide
CO54099,Bochalema,CO54,Norte de Santander,3.4,III,centroide
CO54239,Durania,CO54,Norte de Santander,3.4,III,centroide
CO54245,El Carmen,CO54,Norte de Santander,3.4,III,centroide
CO54405,Los Patios,CO54,Norte de Santander,3.4,III,centroide
CO54874,Villa del Rosario,CO54,Norte de Santander,3.4,III,centroide
